node_id,name,type,features
98,Brevoxyl Creamy Wash Lotion 50gm,drugs,0.8949602203790201
99,Brite Opti Cream 10gm,drugs,0.8949602203790201
100,Calosoft Plus Cream 30gm,drugs,0.8439835346025534
101,Camyda 300mg Capsule 10'SCamyda 1% Gel 10gm,drugs,0.8439835346025534
102,Canvaz Gel(Topical) 15gm,drugs,0.7588739476006342
103,Cdiff A Gel 15gm,drugs,0.0
104,Cinason N Gel 20gm,drugs,0.7042076884793792
105,Cleargel Gel 20gm,drugs,0.0
106,Cleargel AP Gel 15gm,drugs,0.7042076884793792
107,Clearliv Capsule 60'S,drugs,0.0
108,CLENCHIN Gel(Topical) 20gm,drugs,0.0
109,CLENCHIN Z Cream 10gm,drugs,0.8662776199017956
110,Cliac Gel 15gm,drugs,0.0
111,Click Gel 20gm,drugs,0.5228268246095664
112,Clid 1% Gel 20gmClid Gel 30gm,drugs,0.5228268246095664
113,Cliface Gel 20gm,drugs,0.8949602203790201
114,Cliface A Gel 15gm,drugs,0.8949602203790201
115,Cligel N Gel 20gmCligel Gel 15gm,drugs,0.8949602203790201
116,Cligel A Gel 15gm,drugs,0.8439835346025534
117,Cligel T Gel 15gm,drugs,0.8439835346025534
118,Climple 1% Gel 15gm,drugs,0.7588739476006342
119,Climple A Cream 15gm,drugs,0.0
120,Clin 1% Gel 10gmClin Tablet 10's,drugs,0.8662776199017956
121,Clin 3 Gel 15gm,drugs,0.0
122,Clin AD Gel 15gm,drugs,0.5228268246095664
123,Clinadd Gel 15gm,drugs,0.5228268246095664
124,Clinapil 1% Gel 10gm,drugs,0.8949602203790201
125,Clincent 1% Gel 20gm,drugs,0.8949602203790201
126,Clincent A Gel 15gm,drugs,0.8949602203790201
127,Clincin Gel 20gmCLINCIN Gel 10gm,drugs,0.8439835346025534
128,Clincin N GE Gel 20gm,drugs,0.8439835346025534
129,Clincitop Gel 20gmClincitop Gel(Topical) 15gm,drugs,0.7588739476006342
130,Clinda 1% Gel 10gm,drugs,0.0
131,Clindac A Foaming Facewash 50ml,drugs,0.7042076884793792
132,Clindac A Solution 25mlCLINDAC A 1% Gel 20gmClindac A Gel 15gm,drugs,0.0
133,Clindakem A Gel 20gm,drugs,0.0
134,Clindap Gel 20gm,drugs,0.0
135,Clindapene Gel 15gm,drugs,0.8662776199017956
136,Clindasure 300mg Capsule 10'SClindasure 150mg Capsule 10'S,drugs,0.0
137,Clindoxyl Gel 15gmClindoxyl Gel 10gm,drugs,0.5228268246095664
138,Clinet Gel 20gm,drugs,0.5228268246095664
139,Clingard Gel 15gm,drugs,0.8949602203790201
140,Clinka Gel 20gm,drugs,0.8949602203790201
141,Clinka N Gel 10gm,drugs,0.8949602203790201
142,CLINKRICK Gel 10gm,drugs,0.8439835346025534
143,Clinlup 1% Gel 10gm,drugs,0.8439835346025534
144,Clinmax A Gel 30gmClinmax Gel 20gm,drugs,0.7588739476006342
145,Clinmiface A Gel 15gm,drugs,0.0
146,Clinopak 300Mg Tablet 10'sClinopak Gel 20gmClinopak 150Mg Tablet 10's,drugs,0.7042076884793792
147,Clinoxid 15% Gel 15gmClinoxid 1% Gel 15gmClinoxid 1/2.5 Cream 15gm,drugs,0.0
148,Clinxa Gel 20gm,drugs,0.8662776199017956
149,Clinxa A Gel 20gm,drugs,0.0
150,Comedolytic Cream 20gm,drugs,0.5228268246095664
151,Cortina H Cream 15gm,drugs,0.5228268246095664
152,Cosmoderm Kit 1'S,drugs,0.8949602203790201
153,Cospeel Shampoo 50ml,drugs,0.8949602203790201
154,Crixan Gel 15gm,drugs,0.8949602203790201
155,D Acne Soap 75gmD Acne Gel 10gm,drugs,0.8439835346025534
156,D Acne I 20mg Capsule 10'SD Acne I 10mg Capsule 10'S,drugs,0.8439835346025534
157,D Acne Plus Gel 15gm,drugs,0.7588739476006342
158,Dalcihit 300Mg Capsule 10's,drugs,0.0
159,Decdan Lite Cream 20gm,drugs,0.7042076884793792
160,Decroma 6% Cream 30gm,drugs,0.0
161,Depiglare Cream 15gm,drugs,0.8662776199017956
162,Deriva Aqueous Gel 15gm,drugs,0.0
163,Deriva Bpo Gel 15gm,drugs,0.5228268246095664
164,Deriva Cms Gel 15gm,drugs,0.5228268246095664
165,Deriva MS Gel 15gm,drugs,0.8949602203790201
166,Derlin Gel 10gm,drugs,0.8949602203790201
167,DERMADEW B Bar 75gm,drugs,0.8949602203790201
168,Dersol BH Ointment 30gm,drugs,0.8439835346025534
169,Doxt SL 100mg/5B Tablet 8'S,drugs,0.8439835346025534
170,DS ACNE Face Wash 100gm,drugs,0.7588739476006342
171,EGA Night Cream 30gm,drugs,0.0
172,Elosone HT Cream 15gm,drugs,0.7042076884793792
173,Emolene Cream 100gm,drugs,0.0
174,ENCLINA Gel(Topical) 20gm,drugs,0.0
175,ENCLINA ADP Gel(Topical) 20gm,drugs,0.0
176,Enshine Ointment 15gm,drugs,0.8662776199017956
177,Entice Acne Bar 75gm,drugs,0.0
178,Entice Natura Soap 75gm,drugs,0.5228268246095664
179,Epiduo Gel 30gmEpiduo Gel 15gm,drugs,0.5228268246095664
180,Erytop Lotion 25mlErytop Gel 20gm,drugs,0.8949602203790201
181,Erytop A Gel 15gm,drugs,0.8949602203790201
182,Ethitret 20mg Capsule 10'SEthitret 10mg Capsule 10'S,drugs,0.8949602203790201
183,Eudyna 0.05% Cream 20gm,drugs,0.8439835346025534
184,Eunozit 10mg Capsule 10'S,drugs,0.8439835346025534
185,Exazel 15% Cream 15gmExazel 10% Cream 15gmExazel Cream 10gmExazel 20% Cream 15gm,drugs,0.7588739476006342
186,Exazel N Cream 15gm,drugs,0.0
187,Excela Cream 50gm,drugs,0.7042076884793792
188,EXCEX Gel 15gm,drugs,0.0
189,Exel Cream 16Gm,drugs,0.7042076884793792
190,Ezanic 10% Gel 15gmEzanic 10% Cream 15gmEzanic 20% Gel 15gmEzanic 20% Cream 15gm,drugs,0.0
191,Fabeau Soap 1'S,drugs,0.0
192,Facebenz A Gel 15gm,drugs,0.8662776199017956
193,Faceclin Gel 20gm,drugs,0.0
194,Faceclin A Gel 15gm,drugs,0.5228268246095664
195,Faceclin AT Gel 15gm,drugs,0.5228268246095664
196,Femcinol A Gel 20gm,drugs,0.8949602203790201
197,Femcinol Adp Gel 15gm,drugs,0.8949602203790201
198,Femolink Cream 20gm,drugs,0.8949602203790201
199,Flexon Cream 15gm,drugs,0.8439835346025534
200,Foracne Plus Gel 15gm,drugs,0.8439835346025534
201,Ga 12 Cream 30gm,drugs,0.7588739476006342
202,Ga 6 Cream 30gm,drugs,0.0
203,Glintra Gel 15gmGlintra A Gel 15gmGlintra Soap 75gmGlintra Gel 30gm,drugs,0.8662776199017956
204,Glocin Gel Gel(Topical) 20gmGLOCIN Gel 30gm,drugs,0.0
205,Glotret 30mg Tablet 10'SGlotret 20mg Tablet 10'SGlotret 10mg Tablet 10'SGlotret 5mg Tablet 10'S,drugs,0.5228268246095664
206,Glow Lite Cream 20gm,drugs,0.5228268246095664
207,Glowcare Forte Cream 10gm,drugs,0.8949602203790201
208,Glowcor Cream 20gm,drugs,0.8949602203790201
209,Glyaha Lotion 50gm,drugs,0.8949602203790201
210,Glyaha Koj Lotion 30gm,drugs,0.8439835346025534
211,Glylak 70% Solution 100ml,drugs,0.8439835346025534
212,Hexilak Ultra C Gel 20gm,drugs,0.7588739476006342
213,Hostacycline 500mg Capsule 4'S,drugs,0.0
214,HQ Lite Cream 15gm,drugs,0.7042076884793792
215,HTM Cream 15gm,drugs,0.0
216,I Deriva 20mg Capsule 10'SI Deriva 10mg Capsule 10'S,drugs,0.0
217,Ibitret 10mg Softgel 10'SIbitret 20mg Softgel 10'S,drugs,0.0
218,Iret 20mg Capsule 10'S,drugs,0.8662776199017956
219,Isac 20mg Capsule 10'S,drugs,0.0
220,Isac 10mg Capsule 10'S,drugs,0.5228268246095664
221,Isina 20mg Capsule 10'S,drugs,0.5228268246095664
222,ISININ 20mg Capsule 10's,drugs,0.8949602203790201
223,ISO Aret 20mg Softgel 10'S,drugs,0.8949602203790201
224,ISO CLIN 10mg Capsule 10's,drugs,0.8949602203790201
225,ISO T 20mg Capsule 10'S,drugs,0.8439835346025534
226,Isoace 20mg Capsule 10'SIsoace 10mg Capsule 10'S,drugs,0.8439835346025534
227,Isobest 20mg Capsule 10'SIsobest 10mg Capsule 10'S,drugs,0.7588739476006342
228,Isofeel 0.025 Cream 30gm,drugs,0.0
229,Isofeel 0.05 Cream 30gm,drugs,0.7042076884793792
230,Isofeel 0.1 Gel 30gm,drugs,0.0
231,Isofeel 10 Capsule 10's,drugs,0.8662776199017956
232,Isofeel 20 Capsule 10's,drugs,0.0
233,Isofeel 30 Capsule 10's,drugs,0.5228268246095664
234,Isofeel 40 Capsule 10's,drugs,0.5228268246095664
235,Isoin 20mg Capsule 10'SIsoin 10mg Capsule 10'S,drugs,0.8949602203790201
236,Isokon 10mg Capsule 10'S,drugs,0.8949602203790201
237,Isopex 10mg Tablet 10'SIsopex 20mg Tablet 10'S,drugs,0.8949602203790201
238,Isopil 10mg Tablet 10'SIsopil 20mg Tablet 10'SIsopil 5mg Tablet 10'S,drugs,0.8439835346025534
239,ISOTACNE 20mg Capsule 10's,drugs,0.8439835346025534
240,Isotane 10mg Capsule 10'SIsotane 5Mg Capsule 10'sIsotane 20mg Capsule 10'S,drugs,0.7588739476006342
241,Isotret 20mg Capsule 10'S,drugs,0.0
242,Isotroin 30mg Capsule 10'SIsotroin 20mg Capsule 10'SIsotroin 10mg Capsule 10'SIsotroin 0.05% Gel 15gmIsotroin 5mg Capsule 10'S,drugs,0.7042076884793792
243,Isozer 10mg Capsule 10'S,drugs,0.0
244,Kligmel Cream 15gm,drugs,0.8662776199017956
245,Klincin A Gel 15gm,drugs,0.0
246,Klinspec 1% Cream 15gm,drugs,0.5228268246095664
247,Klynx Gel 10gm,drugs,0.5228268246095664
248,Lacne 20mg Capsule 10'SLacne Soap 75gmLacne Gel 15gmLacne 10mg Capsule 10'S,drugs,0.8949602203790201
249,Lacne Foaming Face Wash Lotion 60ml,drugs,0.8949602203790201
250,LEE Neem Face Wash 70gm,drugs,0.8949602203790201
251,Litetone Cream 20gm,drugs,0.8439835346025534
252,Luminosa M Cream 20gm,drugs,0.8439835346025534
253,MAVTRON 20mg Capsule 10's,drugs,0.7588739476006342
254,Medapine AC Gel 15gmMedapine 1% Gel 15gm,drugs,0.0
255,Mederma Plus Intense Gel 10gm,drugs,0.7042076884793792
256,Medsop Soap 100gmMedsop Soap 75gmMedsop Acne Soap 75gm,drugs,0.0
257,Melacare HC Cream 15gm,drugs,0.0
258,Melagard Tube 1'S,drugs,0.0
259,Melalite Plus Cream 15gm,drugs,0.8662776199017956
260,Melalong AD Cream 15gm,drugs,0.0
261,MELANORM MS Cream 15gm,drugs,0.5228268246095664
262,Melasol Cream 15gm,drugs,0.5228268246095664
263,Melnor Cream 20gm,drugs,0.8949602203790201
264,Metasone Plus Cream 15gm,drugs,0.8949602203790201
265,Microbenz 3.5% Aqueous Gel 15gm,drugs,0.8949602203790201
266,Mimosee Gel 20gm,drugs,0.8439835346025534
267,Minokem N 2% Lotion 60ml,drugs,0.8439835346025534
268,Minova 100mg Tablet 4'S,drugs,0.7588739476006342
269,Minoz Bpo Gel 15gm,drugs,0.0
270,Minoz S Face Wash 50ml,drugs,0.7042076884793792
271,Miroir Cream 15gm,drugs,0.0
272,Momikem HT Cream 15gm,drugs,0.7042076884793792
273,MOMZOT HT Cream 15gm,drugs,0.0
274,Nayzit Gel 15gmNayzit 20mg Capsule 10'SNayzit 10mg Capsule 10'S,drugs,0.0
275,NEUTIN Capsule 10's,drugs,0.8662776199017956
276,Nexret 0.10% Gel 15gmNexret 0.04% Gel 15gm,drugs,0.0
277,Nilac Gel 20gmNilac A Gel 20gm,drugs,0.5228268246095664
278,Nioclean Gel 20gm,drugs,0.5228268246095664
279,Nioclean AD Gel 15gm,drugs,0.8949602203790201
280,Nioret Nano Gel 15gm,drugs,0.8949602203790201
281,NO Scars 1% Facewash 60ml,drugs,0.8949602203790201
282,NUPLENE C Gel 15gm,drugs,0.8439835346025534
283,OBRIL Cream 20gm,drugs,0.8439835346025534
284,Ocotret 10mg Tablet 10'SOcotret 20mg Tablet 10'S,drugs,0.7588739476006342
285,Oraret 10mg Capsule 10'SOraret 20mg Capsule 10'S,drugs,0.0
286,Oxidoben Gel(Topical) 15gm,drugs,0.8662776199017956
287,Oxtiv AP Gel(Topical) 15gm,drugs,0.0
288,Paknet C Gel(Topical) 15gm,drugs,0.5228268246095664
289,Papulex Cream 15gmPapulex Cleansing Gel 100ml,drugs,0.5228268246095664
290,Percuna 2.5% Gel 20gmPercuna 5% Gel 20gm,drugs,0.8949602203790201
291,Pernex AC 2.5% Gel 20gmPernex AC 5% Gel 50gmPernex AC 5% Gel 20gm,drugs,0.8949602203790201
292,Perobar 5% Bar 75gmPerobar 2.5% Bar 75gm,drugs,0.8949602203790201
293,Peroclin 5% Gel 15gmPeroclin 2.5% Gel 15gm,drugs,0.8439835346025534
294,Peroduo Gel 15gm,drugs,0.8439835346025534
295,Perowas 2.5% Face Wash 50gm,drugs,0.7588739476006342
296,Perowash 2.50% Facewash 50gm,drugs,0.0
297,Persol Forte Cream 20gmPersol AC 5mg Gel 20gmPersol Forte Cream 30gmPersol 2.5% Soap 75gmPersol 2.5% Gel 20gm,drugs,0.7042076884793792
298,Persol AC 2.5% Gel 30gm,drugs,0.0
299,Persol AC 5 Gel 30gm,drugs,0.0
300,Persol Plus Gel 15gm,drugs,0.0
301,Pigmason Cream 20gm,drugs,0.8662776199017956
302,Pimoff 1% Gel 20gm,drugs,0.0
303,Pimple Cure Cream 20gm,drugs,0.5228268246095664
304,Pinoin 10mg Capsule 10'SPinoin 5mg Tablet 10'SPinoin 0.05% Cream 20gmPinoin 20mg Capsule 10'SPinoin 0.025% Cream 20gmPinoin 5mg Capsule 10'S,drugs,0.5228268246095664
305,Postac Cream 30gm,drugs,0.8949602203790201
306,Purodil Tablet 30'SPurodil Gel 20gm,drugs,0.8949602203790201
307,Refinity 70% Kit 1'S,drugs,0.8949602203790201
308,Resoten 10mg Capsule 10'SResoten 20mg Capsule 10'S,drugs,0.8439835346025534
309,Retik Cream 30gm,drugs,0.8439835346025534
310,Retino A Micro 0.04% Gel 15gmRetino A Micro Cream 15gm,drugs,0.7588739476006342
311,Retino A 0.025% Cream 20gmRetino A 0.05% Cream 20gm,drugs,0.0
312,Retino A Micro 0.1% Gel 15gm,drugs,0.7042076884793792
313,Retino AC Gel 15gm,drugs,0.0
314,Retiso 10mg Capsule 10'SRetiso 20mg Capsule 10'S,drugs,0.8662776199017956
315,Revize 0.02% Creams 20gmRevize Cream 15gm,drugs,0.0
316,Revize Micro 0.04% Gel 20gmRevize Micro 0.025% Gel 20gm,drugs,0.5228268246095664
317,Saferet 10mg Capsule 10'SSaferet 5mg Tablet 30'SSaferet 5mg Capsule 10'SSaferet 20mg Capsule 10'SSaferet 20mg Tablet 30'SSaferet 10mg Tablet 30'S,drugs,0.5228268246095664
318,Salalin Lotion 15ml,drugs,0.8949602203790201
319,Saliac Bar 75gm,drugs,0.8949602203790201
320,Salicylix SF 12% Cream 30gmSalicylix SF 6% Cream 30gm,drugs,0.8949602203790201
321,Salisia KT Soap 75gmSALISIA 30gm Tablet 15's,drugs,0.8439835346025534
322,Salix 12 Cream 40gm,drugs,0.8439835346025534
323,Saslic Capsule 10'S,drugs,0.7588739476006342
324,Screene Ultra Lotion 100ml,drugs,0.0
325,Sebonac 1% Gel(Topical) 15gm,drugs,0.7042076884793792
326,Senseal KF Gel 100gm,drugs,0.0
327,Shadowz Gel 100ml,drugs,0.8662776199017956
328,Shaloxy FW 2% Solution 50ml,drugs,0.0
329,Skin Fair Cream 15gm,drugs,0.5228268246095664
330,Skinbless Cream 20gm,drugs,0.5228268246095664
331,Skinelle Capsule 20'S,drugs,0.8949602203790201
332,Skinlite Ever Nano Gel 20gm,drugs,0.8949602203790201
333,Skinshine Soap 75gm,drugs,0.8949602203790201
334,SLC 2% Facewash 50gm,drugs,0.8439835346025534
335,Soapex Classic Soap 75gm,drugs,0.8439835346025534
336,Sotret 10mg Capsule 10'SSotret Gel 30gmSotret 40mg Capsule 10'SSotret 20mg Capsule 10'SSotret 30mg Capsule 10'SSotret Soap 75gmSotret 5mg Capsule 10'SSotret 0.05% Gel 15gm,drugs,0.7588739476006342
337,Spectraban Lotion 100mlSpectraban Lotion 60ml,drugs,0.0
338,Sucral MU Ointment 5gm,drugs,0.7042076884793792
339,Suncros Gel 50gm,drugs,0.0
340,Sunprotect 50mg Lotion 60ml,drugs,0.0
341,Sunstop 30 Cream 50gm,drugs,0.0
342,Supatret 0.04% Aqueous Gel 20gmSupatret 0.10% Gel 20gm,drugs,0.8662776199017956
343,Supatret C M Gel 15gmSupatret C Aqueous Gel 15gm,drugs,0.0
344,Super Glow Cream 15gm,drugs,0.5228268246095664
345,Sysret 20mg Capsule 10'S,drugs,0.5228268246095664
346,T M 250mg Capsule 4'S,drugs,0.8949602203790201
347,Tabtret 5mg Tablet 10'STabtret 10mg Tablet 10'S,drugs,0.8949602203790201
348,Tarsalic Oinment 20gmTarsalic Lotion 60ml,drugs,0.8949602203790201
349,Tazotene 0.10% Gel 15gmTazotene 0.05% Gel 15gm,drugs,0.8439835346025534
350,Tazret Gel(Topical) 20gmTazret Gel 15gm,drugs,0.8439835346025534
351,Tazret Forte Cream 20gmTazret Forte Cream 15gm,drugs,0.7588739476006342
352,Terramycin 30mg Injection 30mlTerramycin 50mg Injection 10mlTerramycin 10mg Eye Ointment 3GmTerramycin Injection 10ml,drugs,0.0
353,Terramycin S F 500mg Capsule 8'S,drugs,0.7042076884793792
354,Tetilin 20mg Capsule 10'STetilin 10mg Capsule 10'S,drugs,0.0
355,Ticin Cream 20gm,drugs,0.7042076884793792
356,Ticin Plus Gel 20gm,drugs,0.0
357,Tigilyn 50mg Injection 1'S,drugs,0.0
358,Tivenca Gel 50gm,drugs,0.8662776199017956
359,Tocoderm Cream 15gm,drugs,0.0
360,Trebor 0.05% Cream 20gmTrebor Cream 20gm,drugs,0.5228268246095664
361,Tretimax 20mg Tablet 10'S,drugs,0.5228268246095664
362,Tretin 0.05% Cream 30gmTretin 0.025% Cream 30gm,drugs,0.8949602203790201
363,Tretin Iso 20mg Capsule 10'STretin Iso 10mg Capsule 10'S,drugs,0.8949602203790201
364,Tretiva 25mg Capsule 10'STretiva 5mg Capsule 10'STretiva 10mg Capsule 10'STretiva 40mg Capsule 10'STretiva 30mg Capsule 10'STretiva 20mg Capsule 10'S,drugs,0.8949602203790201
365,Triclin Cream 15gm,drugs,0.8439835346025534
366,TRI Luma Cream 15gm,drugs,0.8439835346025534
367,Trioclin Gel 15gm,drugs,0.7588739476006342
368,Tronin 0.05% Cream 20gm,drugs,0.0
369,Tronin MS Gel 20gm,drugs,0.8662776199017956
370,Trunex Gel 15gm,drugs,0.0
371,Trunex MS Aqueous Gel 15gm,drugs,0.5228268246095664
372,Tufacne 10mg Capsule 10'STufacne 20mg Capsule 10'S,drugs,0.5228268246095664
373,Tyret O 10Mg Capsule 10's,drugs,0.8949602203790201
374,U B Fair Cream 30gm,drugs,0.8949602203790201
375,U.V. Derm Lotion 100ml,drugs,0.8949602203790201
376,Ultrabrite Cream 25gmUltrabrite Ointment 15gm,drugs,0.8439835346025534
377,Usit Gel 30gm,drugs,0.8439835346025534
378,Uvab SF Cream 30gm,drugs,0.7588739476006342
379,Varenya Cream 30gm,drugs,0.0
380,Vedasol 20% Gel 30gmVedasol 30% Gel 60gmVedasol 20% Gel 60gm,drugs,0.7042076884793792
381,Vedasol SM Gel 30gmVedasol SM Gel 60gm,drugs,0.0
382,Whitfield SF 3% Ointment 30gm,drugs,0.0
383,Xtralite Cream 15gm,drugs,0.0
384,Xyloxide 2.5% Ointment 15gmXyloxide 5% Ointment 15gm,drugs,0.8662776199017956
385,Yugard Cream 30gm,drugs,0.0
386,Zathrin 0.1/1% Gel 15gm,drugs,0.5228268246095664
387,Zebor Cream 15gm,drugs,0.5228268246095664
388,Zerocary 0.30% Oral Solution 100ml,drugs,0.8949602203790201
389,Zinderm Bpo Gel Gel(Topical) 15gm,drugs,0.8949602203790201
390,Zinderm Iso 10mg Capsule 10'SZinderm Iso 20mg Capsule 10'S,drugs,0.8949602203790201
391,ZIT 20mg Capsule 10'sZIT 10mg Capsule 10's,drugs,0.8439835346025534
392,Zitblow 20mg Capsule 10'SZitblow 10mg Capsule 10'S,drugs,0.8439835346025534
393,Zitclin Foam Wash Gel 100ml,drugs,0.7588739476006342
394,Zyclin Nano Gel 15gm,drugs,0.0
395,Addnok Tablet 20'S,drugs,0.7042076884793792
396,Armod 150mg Tablet 10'SArmod 50mg Tablet 10'S,drugs,0.0
397,Atokem 25mg Tablet 10'SAtokem 10mg Tablet 10'SAtokem 18mg Tablet 10'S,drugs,0.8662776199017956
